Ward,Sub,Building Name,Building Address,Total Electors,Additions to the Voters List,Deletions to the Voters List,Corrections to the Voters List,School Board - Public,School Board - Catholic,School Board - French Public,School Board - French Catholic,School Board - Non Resident,Total Eligible Electors,Number Voted,% Voted,Rejected Ballots,Declined Ballots
24,44,The Gates of Guildwood,10 Guildwood Pkwy,566,8,3,6,514,54,1,1,0,570,273,48%,2,0
24,45,399 Markham Road,399 Markham Road,382,5,32,0,310,42,0,3,0,355,58,17%,0,1
24,46,Cedarbrook Jr. Public School,56 Nelson Street,2991,45,35,12,2357,635,6,4,6,3008,576,19%,2,1
24,47,Cedar Drive Jr. Public School,21 Gatesview Avenue,2962,31,37,6,2531,408,8,6,5,2958,444,15%,1,0
24,50,Guildwood  Extendicare,60 Guildwood Parkway,48,0,0,0,48,0,0,0,0,48,34,71%,0,0
24,51,Sir Wilfrid Laurier Collegiate,145 Guildwood Parkway,1569,44,48,4,1346,197,9,11,4,1567,434,28%,0,0
24,53,Elizabeth Simcoe Jr. Public School,166 Sylvan Avenue,1452,16,8,3,1205,236,2,18,0,1461,373,26%,0,7
24,54,Scarborough Village Recreation Centre,3600 Kingston Road,2243,31,39,7,1822,394,13,4,2,2235,408,18%,0,1
24,55,Momiji Seniors Centre,3555 Kingston Road,177,4,22,1,159,0,0,0,0,159,58,36%,0,0
24,97,Mail in Voting,,,,,,,,,,,,400,,0,0
24,98,Centennial Recreation Centre,1967 Ellesmere Road,,64,39,43,,,,,,,1912,,0,0
24,99,Scarborough Village Recreation Centre,3600 Kingston Road,,39,24,31,,,,,,,1720,,0,1
24 Total,,,,63787,911,618,267,52125,11448,181,226,100,64080,16999,27%,23,26
25,1,Thomas L Wells Public School,69 Nightstar Road,2584,29,11,13,2084,510,0,5,0,2599,593,23%,3,0
25,2,Mayfair on the Green,440 McLevin Ave,1053,20,2,0,960,111,0,1,0,1072,257,24%,0,0
25,5,Neilson Hall Apartments,1315 Neilson Road,154,5,0,1,153,5,1,0,0,159,61,38%,0,0
25,6,Glenmaple,1319 Neilson Road,211,6,1,1,200,16,0,0,0,216,77,36%,0,0
25,7,Malvern Recreation Centre,30 Sewells Road,1545,17,5,1,1207,335,1,0,18,1561,162,10%,0,0
25,8,Sacred Heart Catholic School,75 Hupfield Trail,2183,23,4,2,1747,448,5,4,1,2205,348,16%,0,0
25,9,Mary Shadd Public School,135 Hupfield Trail,1376,7,1,3,1028,349,2,7,0,1386,225,16%,0,0
25,10,Heritage Park Public School,80 Old Finch Ave,2695,23,6,1,2233,464,12,5,2,2716,400,15%,0,0
25,11,St. Bede Catholic School,521 Sewells Road,1528,13,21,0,1165,351,3,3,0,1522,224,15%,0,1
25,12,Fleming Public School,20 Littles Road,1704,33,5,3,1415,315,3,0,0,1733,307,18%,0,0
25,13,Alexander Stirling Public School,70 Fawcett Trail,2175,27,2,12,1716,478,4,7,0,2205,338,15%,0,0
25,15,Grey Owl Junior Public School,150 Wickson Trail,1825,26,9,2,1378,462,6,3,0,1849,291,16%,4,2
25,16,Emily Carr Public School,90 John Tabor Trail,2427,17,8,10,1682,730,12,2,12,2438,355,15%,0,0
25,17,Lucy Maud Montgomery Public School,95 Murison Blvd.,1532,10,15,4,1132,387,3,5,1,1528,254,17%,0,0
25,18,Alvin Curling Public School,50 Upper Rouge Trail,3353,41,8,21,2701,668,10,7,4,3390,526,16%,0,0
25,19,Extendicare Rouge Valley,551 Conlins Road,165,11,1,0,149,26,0,0,0,175,14,8%,3,0
25,20,St. Jean de Brebeuf Catholic School,101 Dean Park Road,1726,16,1,0,1258,462,12,9,1,1742,349,20%,0,0
25,21,John G. Diefenbaker Public School,70 Dean Park Road,1983,16,9,3,1583,394,8,2,0,1987,440,22%,0,0
25,25,Chief Dan George Public School,185 Generation Blvd,2436,32,7,6,1794,652,5,12,0,2463,509,21%,0,0
25,26,Rouge Valley Public School,30 Durnford Road,2192,23,8,6,1620,565,5,7,9,2206,470,21%,0,1
25,27,Altamont Long Term Care,92 Island Road,72,1,1,0,58,14,0,0,0,72,18,28%,0,2
25,28,West Rouge Jr. Public School,401 Friendship Avenue,2160,16,8,6,1682,473,5,4,6,2170,493,23%,1,0
25,29,West Rouge Community Centre,270 Rouge Hills Drive,2039,14,4,4,1630,395,8,14,0,2047,576,28%,0,0
25,30,William G. Davis Jr. Public School,128 East Avenue,2026,22,5,10,1630,404,6,8,0,2048,552,27%,1,1
25,31,Joseph Howe Sr Public School,20 Winter Gardens Trail,1533,19,12,7,1186,345,6,3,0,1540,314,20%,0,0
25,32,Port Union Community Centre,5450 Lawrence Ave East,1985,27,12,7,1528,451,8,9,4,2000,471,24%,0,1
25,33,Sir Oliver Mowat Collegiate,5400 Lawrence Avenue East,1077,13,6,8,812,263,4,6,0,1085,281,26%,0,3
25,34,Charlottetown Jr. Public School,85 Charlottetown Blvd.,1714,18,18,9,1370,336,3,5,1,1715,490,29%,0,0
25,35,St. Brendan Catholic School,186 Centennial Road,1624,21,4,4,1180,436,14,6,0,1636,429,26%,0,0
25,36,Centennial Road Public School,271 Centennial Road,1478,19,4,4,1067,415,3,7,2,1494,421,28%,1,0
25,37,Tony Stacey Centre for Veterans Care,59 Lawson Road,14,3,0,0,17,0,0,0,0,17,6,35%,0,0
25,38,St. Dunstan of Canterbury Church,56 Lawson Road,1479,36,7,7,1125,364,4,14,0,1507,373,25%,0,2
25,39,Meadowvale Public School,761 Meadowvale Road,2826,31,18,16,2112,707,9,10,7,2845,632,22%,2,0
25,40,U of T -  Scarborough Campus,1265 Military Trail,32,0,0,0,32,0,0,0,0,32,0,0%,0,0
25,41,Cardinal Leger Catholic School,600 Morrish Road,2763,30,13,5,1916,856,3,7,0,2782,630,23%,0,0
25,42,Morrish Public School,61 Canmore Blvd.,2485,24,9,8,1832,662,5,2,0,2501,503,20%,1,0
25,43,Highland Creek Public School,1410 Military Trail,2088,18,14,8,1604,462,9,9,8,2092,447,21%,1,0
25,44,Eesti Kodu,50 Old Kingston Road,148,4,11,1,134,7,0,0,0,141,62,44%,0,0
25,45,Ehatare Retirement Home,40 Old Kingston Road,30,16,18,0,27,1,0,0,0,28,22,79%,0,0
25,46,West Hill Public School,299 Morningside Ave.,1253,13,16,5,928,300,4,4,15,1251,236,19%,1,0
25,47,Morningside Library,4279 Lawrence Avenue East,1281,12,6,0,942,343,2,3,1,1291,187,14%,0,0
25,48,St. Malachy Catholic School,80 Bennett Road,2377,15,24,4,1797,557,11,7,3,2375,474,20%,2,0
25,49,Heron Park Community Centre,292 Manse Road,3109,14,9,10,2432,668,11,12,0,3123,523,17%,0,0
25,52,Morningside Apartments,4205 Lawrence Avenue East,289,1,1,1,271,16,1,1,0,289,53,18%,0,0
25,53,Academie Alexandre-Dumas,255 Coronation Drive,2314,17,6,3,1796,506,9,16,0,2327,358,15%,1,0
25,97,Mail in Voting,,,,,,,,,,,,468,,0,0
25,98,Malvern Recreation Centre,30 Sewells Road,,52,16,26,,,,,,,1702,,1,2
25,99,Heron Park Community Centre,292 Manse Road,,63,31,61,,,,,,,3127,,0,1
25 Total,,,,73043,914,397,303,56313,16709,217,226,95,73560,20048,27%,22,16
Grand Total,,,,1893995,46333,41578,11062,1539973,335133,9450,6964,7230,1898750,563124,30%,890,439
